question_id,class,subject,chapter,topic,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,learning_objective,ncert_reference
f450842c-f964-4aac-b16f-10c41910dbdc,7,English,Parts of Speech,Parts of Speech,Medium,Assertion Reason,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
2707565a-796a-4ab7-82d5-547b8e30bba4,7,SST,On Equality,On Equality,Easy,Case Study,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
65ce0f1a-e850-4150-835a-c113cc6af730,7,English,Synonyms and Antonyms,Synonyms and Antonyms,Medium,Assertion Reason,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
d62fd81a-a046-4a05-bc19-c24846f569c2,7,Science,Heat,Heat,Easy,Concept MCQ,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
a5f39832-150d-4975-8172-997d409e09e1,7,SST,Water,Water,Hard,Application MCQ,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
35a30fa9-d539-4b41-9744-7ff484561f12,7,English,Parts of Speech,Parts of Speech,Hard,Application MCQ,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
dafe46df-31f1-46a2-b80f-d7569f1ef1a9,7,Science,Acids Bases and Salts,Acids Bases and Salts,Medium,Case Study,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
a1730dc9-d76f-4060-b1ad-4462b770ecf4,7,Science,Electric Current and its Effects,Electric Current and its Effects,Medium,Numerical,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
cb6eeef6-4b64-4e2e-a050-edc3474e4fab,7,English,Comprehension,Comprehension,Medium,Assertion Reason,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
65a683df-613d-4876-8460-02f0c636d174,7,Science,Water: A Precious Resource,Water: A Precious Resource,Easy,Assertion Reason,What is the basic unit of life?,Cell,Tissue,Organ,Atom,A,The cell is the smallest structural and functional unit of life.,Concept understanding,NCERT Class 7
a055c0eb-94c7-4cc5-8f81-5e4d0dabab8d,7,Science,Electric Current and its Effects,Electric Current and its Effects,Medium,Concept MCQ,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
53c4da60-5d03-4955-bb62-c66b3d5fcbc8,7,English,Fill in the Blanks,Fill in the Blanks,Medium,Concept MCQ,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
d7793479-2084-40aa-bff7-c8080f6f7400,7,SST,Air,Air,Hard,Application MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
69a880c6-d1c7-4cb8-be3c-b6c1d891b13d,7,Science,Reproduction in Plants,Reproduction in Plants,Medium,Assertion Reason,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
23dc7cf6-d160-4fda-b38e-aaec00d3795b,7,English,Parts of Speech,Parts of Speech,Easy,Assertion Reason,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
9ef188d2-9861-4924-924e-20d732c3afbc,7,Science,Electric Current and its Effects,Electric Current and its Effects,Medium,Case Study,What is the basic unit of life?,Cell,Tissue,Organ,Atom,A,The cell is the smallest structural and functional unit of life.,Concept understanding,NCERT Class 7
284f235c-f1b8-447e-ab75-a94d90c80b5b,7,English,Vocabulary,Vocabulary,Medium,Numerical,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
65a66120-6417-4d1c-a6a9-2a98ad40ea1c,7,English,Sentence Correction,Sentence Correction,Easy,Case Study,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
89f3e795-6638-41cc-a8c9-ce7319d3fbd4,7,Science,Acids Bases and Salts,Acids Bases and Salts,Medium,Numerical,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
6f6b5c42-8a92-4e0d-be3b-3c12628be31e,7,SST,The Mughal Empire,The Mughal Empire,Medium,Application MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
e8adb9e2-3763-450f-b4f3-5fdca3eff29b,7,SST,Natural Vegetation and Wildlife,Natural Vegetation and Wildlife,Medium,Assertion Reason,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
108c5dcb-b7b3-4138-bd3c-7e8d09bba28f,7,Science,Heat,Heat,Medium,Assertion Reason,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
f0311715-3068-481c-abd2-388f8430737d,7,Science,Soil,Soil,Easy,Concept MCQ,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
e83d57a5-2665-4688-b264-ceee74c5ddc4,7,English,Comprehension,Comprehension,Hard,Application MCQ,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
c07da867-a6f0-4fed-bd12-a14c4323a8f8,7,Science,Heat,Heat,Medium,Application MCQ,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
816680c9-b520-4b49-a76b-99dbd79d1f00,7,SST,Tracing Changes Through Thousand Years,Tracing Changes Through Thousand Years,Hard,Application MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
f3acb712-c60a-4ad7-b5e9-32f800c889eb,7,Science,Respiration in Organisms,Respiration in Organisms,Medium,Application MCQ,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
928a269a-dc8d-4465-9da2-f4c23a64b59f,7,Science,Forests: Our Lifeline,Forests: Our Lifeline,Hard,Case Study,What is the basic unit of life?,Cell,Tissue,Organ,Atom,A,The cell is the smallest structural and functional unit of life.,Concept understanding,NCERT Class 7
865f3a24-31a2-4ebc-bd3e-0c98be1e4fb6,7,SST,Natural Vegetation and Wildlife,Natural Vegetation and Wildlife,Medium,Assertion Reason,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
71dd4dfd-28d8-43c4-b13b-dc65a7267012,7,Science,Reproduction in Plants,Reproduction in Plants,Medium,Numerical,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
6b55a4d7-c734-4610-8938-6aaeb7b36e20,7,Science,Heat,Heat,Easy,Application MCQ,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
dee2579b-485e-4a36-9064-b3f560ceff05,7,English,Sentence Correction,Sentence Correction,Easy,Numerical,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
1b81eec0-0d66-4f13-9ca1-36cb255ba5d4,7,English,Vocabulary,Vocabulary,Easy,Case Study,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
1e3790fb-819a-43d2-8411-ea7c254fb3f8,7,Science,Motion and Time,Motion and Time,Easy,Application MCQ,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
acd31e69-8fe2-4211-8d34-3cd72099f8da,7,English,Grammar,Grammar,Medium,Application MCQ,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
c2be87be-a5fe-43ca-a255-4803d7423b36,7,English,Comprehension,Comprehension,Easy,Assertion Reason,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
750167ed-d7e1-4c21-9c8f-bf0bc8e8cef9,7,English,Parts of Speech,Parts of Speech,Hard,Application MCQ,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
97edf86d-73ef-439f-af08-6283324b4108,7,SST,Media and Democracy,Media and Democracy,Hard,Numerical,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
3c5753c8-9b62-42ea-a81f-ef2d99473dc8,7,SST,Role of Government,Role of Government,Hard,Case Study,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
ba315b3c-785b-4030-b35a-50eb4feb7175,7,SST,Delhi Sultans,Delhi Sultans,Hard,Application MCQ,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
7e4e663b-348f-4a0b-90e6-77279e68be69,7,SST,Markets Around Us,Markets Around Us,Easy,Assertion Reason,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
efbcd4d6-6f30-438e-83f4-a10185984528,7,Science,Respiration in Organisms,Respiration in Organisms,Easy,Assertion Reason,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
67a4a178-74dd-4873-9583-1c900944b57b,7,English,Tenses,Tenses,Medium,Concept MCQ,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
26829c69-bb8a-4d64-a6e0-5757d258bb84,7,SST,New Kings and Kingdoms,New Kings and Kingdoms,Medium,Case Study,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
317acbfc-d135-4fea-ad73-bc0e66b4e3d9,7,Science,Soil,Soil,Medium,Assertion Reason,What is the basic unit of life?,Cell,Tissue,Organ,Atom,A,The cell is the smallest structural and functional unit of life.,Concept understanding,NCERT Class 7
09e47a77-f5c3-4d42-a9cd-c7e4f6b71ba5,7,Science,Weather and Climate,Weather and Climate,Easy,Application MCQ,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
01e8e2a4-0cce-4737-a3c1-b641ae505519,7,Science,Forests: Our Lifeline,Forests: Our Lifeline,Hard,Application MCQ,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
44bd5592-3278-4eb9-a29d-ee08a69e836e,7,SST,Natural Vegetation and Wildlife,Natural Vegetation and Wildlife,Hard,Application MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
876ca005-fbe7-4029-9ce5-bf192bbf7e8a,7,Science,Acids Bases and Salts,Acids Bases and Salts,Hard,Case Study,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
9009dc19-28d6-4e88-9b57-1e689d331fff,7,Science,Forests: Our Lifeline,Forests: Our Lifeline,Easy,Concept MCQ,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
159f97ba-f3be-464f-8f84-f1a884c95a81,7,SST,Delhi Sultans,Delhi Sultans,Medium,Application MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
ccef054d-4ad5-407c-a615-8c0ff4ca8559,7,SST,Inside Our Earth,Inside Our Earth,Easy,Concept MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
275caed5-ac92-4ff5-8767-6cf92157755d,7,English,Comprehension,Comprehension,Easy,Application MCQ,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
765cce5c-cb80-4ae5-a097-31ea434c637c,7,Science,Motion and Time,Motion and Time,Easy,Case Study,What is the basic unit of life?,Cell,Tissue,Organ,Atom,A,The cell is the smallest structural and functional unit of life.,Concept understanding,NCERT Class 7
03977070-c771-4dc1-8299-b393ada41319,7,English,Grammar,Grammar,Easy,Case Study,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
02782f91-6e8e-4d4a-856f-da1746c286ec,7,SST,New Kings and Kingdoms,New Kings and Kingdoms,Hard,Case Study,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
9e9fe552-8846-4e66-b618-eefcc1bb6472,7,English,Fill in the Blanks,Fill in the Blanks,Medium,Concept MCQ,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
9c3ba92e-c359-4ca3-b0f1-3efc0b7d16be,7,SST,Natural Vegetation and Wildlife,Natural Vegetation and Wildlife,Hard,Concept MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
37927de6-5a6b-4fe8-849c-b78cc1526ef8,7,English,Tenses,Tenses,Easy,Assertion Reason,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
3054d24c-0a20-4a53-9fa2-e6ae77fe73d7,7,Science,Soil,Soil,Medium,Assertion Reason,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
e9ba5f35-9f27-4507-b6d6-b4fa4a5f28a5,7,SST,The Mughal Empire,The Mughal Empire,Hard,Application MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
01c701f2-18c8-458a-ab73-5c0f68d5bb59,7,English,Sentence Correction,Sentence Correction,Hard,Concept MCQ,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
bdde2342-2814-479e-89ce-626950c29980,7,SST,Role of Government,Role of Government,Hard,Application MCQ,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
9316195c-c453-4f75-b331-ac896570583b,7,SST,State Government,State Government,Hard,Application MCQ,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
d4c90aa2-e0e0-4a8f-b6f7-263d43fd19c3,7,English,Sentence Correction,Sentence Correction,Hard,Assertion Reason,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
bae37247-5951-45fe-9232-34fffabab0f9,7,Science,Soil,Soil,Easy,Application MCQ,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
91d9c993-c001-48de-b4d0-c51d2b9dcdc8,7,SST,Water,Water,Medium,Concept MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
2bdb025e-262a-4774-b0e8-82e886fab90e,7,English,Grammar,Grammar,Hard,Numerical,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
4b42684e-d949-4479-8628-9b072f49385f,7,SST,Air,Air,Easy,Numerical,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
2605163f-bdd8-4c08-b88e-fac9e0b319e7,7,English,Synonyms and Antonyms,Synonyms and Antonyms,Hard,Assertion Reason,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
7d754008-9010-44de-996d-3a92760ee73d,7,SST,Natural Vegetation and Wildlife,Natural Vegetation and Wildlife,Medium,Concept MCQ,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
050e81ba-3daa-4b3b-98a0-346a63b96ef3,7,English,Fill in the Blanks,Fill in the Blanks,Hard,Concept MCQ,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
8af16869-c265-480a-8875-b7159c589380,7,Science,Motion and Time,Motion and Time,Hard,Assertion Reason,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
