question_id,class,subject,chapter,topic,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,ncert_reference
MATH_C7_552,7,Mathematics,Connecting the Dots,Quadrants,Medium,MCQ,A point where both x and y coordinates are negative lies in which quadrant?, Quadrant I, Quadrant II, Quadrant III, Quadrant IV,c,Quadrant III is the region where both the horizontal and vertical values are negative,Ganita Prakash Ch 13
MATH_C7_482,7,Mathematics,Connecting the Dots,Cartesian Plane,Medium,MCQ,A point with coordinates $(-3 5)$ lies in which quadrant?, Quadrant I, Quadrant II, Quadrant III, Quadrant IV,b,Quadrant II contains points where $x$ is negative and $y$ is positive,Ganita Prakash Ch 13
MATH_C7_407,7,Mathematics,Expressions using Letter-Numbers,Variables,Easy,MCQ,A quantity that can take various numerical values is called a:, Constant, Variable, Expression, Term,b,A variable is represented by a letter and does not have a fixed value.,Ganita Prakash I Ch 4
SST_C7_143,7,Social Science,Understanding Weather,Instruments,Easy,MCQ,A Rain Gauge is used to measure:, Wind speed, Rainfall, Humidity, Air pressure,b,A rain gauge is a meteorological instrument for determining the amount of precipitation in a set time.,
MATH_C7_678,7,Mathematics,Geometric Twins,Polygons,Easy,MCQ,A regular pentagon has a side length $s$. What is its perimeter?, $4s$, $5s$, $6s$, $s^2$,b,Perimeter of a regular polygon is number of sides multiplied by side length; $5 \times s$,Ganita Prakash Ch 4
MATH_C7_096,7,Mathematics,Data Handling,Visualisation,Medium,MCQ,A sector of a pie chart representing basketball covers $90^{\circ}$. What percentage is this?, $90\%$, $25\%$, $50\%$, $10\%$,b,A full circle is $360^{\circ}$. So $90/360 = 1/4 = 25\%$.,
SST_C7_485,7,Social Science,Understanding Markets,Civics,Medium,MCQ,A sequence of markets that connected between producer and consumer is:, Market chain, Market ring, Trade circle, Shopping line,a,The market chain involves multiple steps from factories to wholesalers to retailers,Exploring Society Ch 12
SST_C7_698,7,Social Science,Understanding Markets,Civics,Medium,MCQ,A sequence of markets that connects between producer and consumer is:, Market chain, Market ring, Trade circle, Shopping line,a,The market chain involves factories; wholesalers; and local retailers,Exploring Society Ch 12
SST_C7_733,7,Social Science,Understanding Markets,Economics,Easy,MCQ,A shopping mall is found in which area?, Weekly fair, Rural village, Urban area, Farming land,c,Large enclosed multi-shop complex,Exploring Society Ch 12
MATH_C7_587,7,Mathematics,Connecting the Dots,Data Literacy,Easy,MCQ,A single number that summarizes a group of values is called a:, Constant, Representative value, Variable, Outlier,b,Representative values like mean or median describe the central tendency of data,Ganita Prakash Ch 13
SCI_C7_563,7,Science,Light: Shadows and Reflections,Physics,Medium,MCQ,A smooth polished surface which can reflect light is a:, Lens, Prism, Mirror, Screen,c,Mirrors are designed to reflect light to form images,Curiosity Ch 11
SCI_C7_501,7,Science,Earth Moon and the Sun,Eclipses,Medium,MCQ,A solar eclipse occurs when:, Earth is between Sun and Moon, Moon is between Sun and Earth, Sun is between Earth and Moon, Earth blocks sunlight,b,The Moon passes between the Sun and Earth; casting a shadow on Earth's surface,Curiosity Ch 12
SCI_C7_506,7,Science,Exploring Substances,pH,Medium,MCQ,A solution that does not change the color of either red or blue litmus is called:, Acidic, Basic, Neutral, Salty,c,Neutral solutions lack both acidic and basic properties and have a pH near 7,Curiosity Ch 2
SCI_C7_686,7,Science,Exploring Substances,Indicators,Medium,MCQ,A solution that does not change the color of red or blue litmus is:, Acidic, Basic, Neutral, Salty,c,Neutral substances like pure water have no effect on litmus indicators,Curiosity Ch 2
SCI_C7_716,7,Science,Exploring Substances,pH,Medium,MCQ,A substance that tastes bitter and feels soapy to touch is a:, Acid, Base, Neutral, Metal,b,Bases are characterized by their bitter taste and soapy texture,Curiosity Ch 2
SCI_C7_703,7,Science,Exploring Substances,pH,Medium,MCQ,A substance that tastes sour and turns blue litmus red is a:, Base, Acid, Neutral, Salt,b,Acids are defined by their low pH and reaction with blue litmus,Curiosity Ch 2
SST_C7_637,7,Social Science,Understanding Markets,Economics,Medium,MCQ,A trader who buys goods in bulk from a manufacturer and sells to retailers is a:, Consumer, Wholesaler, Farmer, Clerk,b,Wholesalers are the middlemen in the market chain before the final shop,Exploring Society Ch 12
SST_C7_683,7,Social Science,Understanding Markets,Economics,Medium,MCQ,A trader who buys goods in bulk to sell to retailers is a:, Consumer, Producer, Wholesaler, Agent,c,Wholesalers act as intermediaries in the market chain,Exploring Society Ch 12
MATH_C7_567,7,Mathematics,Geometric Twins,Triangles,Easy,MCQ,A triangle having two sides of equal length is called:, Scalene, Isosceles, Equilateral, Right,b,Isosceles triangles are defined by having at least two equal sides,Ganita Prakash II Ch 1
MATH_C7_719,7,Mathematics,Geometric Twins,Polygons,Easy,MCQ,A triangle with all angles measuring 60 degrees is:, Scalene, Isosceles, Equilateral, Right,c,In an equilateral triangle all sides and all angles are equal,Ganita Prakash II Ch 1
MATH_C7_683,7,Mathematics,Geometric Twins,Polygons,Easy,MCQ,A triangle with all three sides of equal length is called:, Isosceles, Equilateral, Scalene, Right,b,By definition an equilateral triangle is a regular polygon with three equal sides,Ganita Prakash II Ch 1
MATH_C7_735,7,Mathematics,Geometric Twins,Polygons,Easy,MCQ,A triangle with three equal sides is:, Isosceles, Equilateral, Scalene, Right,b,Regular polygon classification,Ganita Prakash II Ch 1
SCI_C7_017,7,Science,Exploring Substances,Indicators,Medium,MCQ,A turmeric stain on a white shirt turns reddish-brown when washed with soap because:, Soap is acidic, Soap is basic, Turmeric is a base, Turmeric is a soap,b,Turmeric is a natural indicator that reacts with basic substances like soap to change color.,Curiosity Ch 2
MATH_C7_380,7,Mathematics,A Peek Beyond the Point,Measurement,Medium,MCQ,A USB cable length is 4 and 8/10 units. How is this written as a decimal?,4.08,4.8,0.48,48,b,The expression '4 and 8/10' translates to $4 + 0.8 = 4.8$. ,Ganita Prakash Ch 3
ENG_C7_526,7,English,Rani Abbakka,History,Medium,MCQ,Abbakka fought against which power?, British, Portuguese, French, Dutch,b,Resisted naval control of coastal trade,Poorvi Unit 5
ENG_C7_741,7,English,Rani Abbakka,History,Medium,MCQ,Abbakka ruled coastal kingdom of:, Goa, Ullal, Mangalore, Kochi,b,Warrior queen from Karnataka,Poorvi Unit 5
ENG_C7_509,7,English,Three Questions,Ethics,Medium,MCQ,According to the hermit the most important affair to do in life is:, Gain wealth, Do good to people, Win wars, Live alone,b,The hermit teaches that our purpose on Earth is to do good to the person we are with,Honeycomb Unit 1
ENG_C7_261,7,English,Three Questions,Ethics,Medium,MCQ,According to the hermit the most important time for action is:, Tomorrow, Yesterday, Now, A week later,c,The hermit teaches that the present moment is the only time we have power to act.,
ENG_C7_495,7,English,Three Questions,Ethics,Medium,MCQ,According to the hermit the most important time for any action is:, Tomorrow, In the future, Now, Yesterday,c,The hermit teaches that the present is the only time we have the power to act,Honeycomb Unit 1
ENG_C7_085,7,English,Three Questions,Ethics,Medium,MCQ,According to the hermit the most important time is:, Tomorrow, Yesterday, Now, A week later,c,The hermit teaches that the present moment is the only time we have control over. [5],
ENG_C7_011,7,English,Three Questions,Theme,Medium,MCQ,According to the hermit what is the most important time for any action?, Tomorrow, Yesterday, Now, A week later,c,The hermit explains that 'Now' is the only time when we have the power to act.[8],Honeycomb Unit 1
ENG_C7_682,7,English,Three Questions,Ethics,Medium,MCQ,According to the hermit when is the most important time for any action?, Tomorrow, Yesterday, Now, Never,c,The hermit teaches that 'Now' is the only time we have the power to act,Honeycomb Unit 1
ENG_C7_677,7,English,Try Again,Moral,Easy,MCQ,According to the poem 'Try Again'; what should you do if you fail the first time?, Give up, Cry, Try again, Do nothing,c,The poem emphasizes the value of perseverance in reaching a goal,Poorvi Unit 1
MATH_C7_534,7,Mathematics,Operations with Integers,Inverses,Easy,MCQ,Additive inverse of 6 is:,-6,0,1, 1/6,a,Number that yields zero sum,NCERT Ch 1
SST_C7_523,7,Social Science,The Rise of Empires,History,Medium,MCQ,Advisor of Chandragupta Maurya was:, Ashoka, Kautilya, Megasthenes, Seleucus,b,Chanakya or Kautilya wrote the Arthashastra,Exploring Society Ch 5
SST_C7_763,7,Social Science,The Rise of Empires,History,Medium,MCQ,Advisor of Chandragupta Maurya:, Ashoka, Kautilya, Akbar, Shivaji,b,Political blueprinter for Mauryas,Exploring Society Ch 5
SCI_C7_739,7,Science,Heat Transfer in Nature,Physics,Hard,MCQ,Air movement from sea to land day is:, Sea breeze, Land breeze, Storm, Cyclone,a,Caused by differential heating of land and water,Curiosity Ch 7
MATH_C7_087,7,Mathematics,A Peek Beyond the Point,Decimals,Easy,MCQ,Among 0.9 1.1 1.01 and 1.11 which is closest to 1?,0.9,1.1,1.01,1.11,c,The distance from 1 to 1.01 is only 0.01 while 0.9 is 0.1 away.,
MATH_C7_558,7,Mathematics,Geometric Twins,Angles,Easy,MCQ,An angle measuring exactly $90^{\circ}$ is called a:, Acute angle, Obtuse angle, Right angle, Reflex angle,c,A right angle is the standard corner angle of a square or rectangle,Ganita Prakash II Ch 1
MATH_C7_714,7,Mathematics,Geometric Twins,Angles,Easy,MCQ,An angle measuring exactly 90 degrees is a:, Acute angle, Right angle, Obtuse angle, Reflex angle,b,A right angle is the standard corner angle of a square,Ganita Prakash II Ch 1
SCI_C7_729,7,Science,Electricity,Circuit,Easy,MCQ,An electric switch is used to:, Open or Close circuit, Produce electricity, Measure current, Heat wires,a,Basic functional component for circuit control,Curiosity Ch 3
SST_C7_393,7,Social Science,Geographical Diversity of India,Landforms,Easy,MCQ,An elevated landform with a flat surface and steep sides is a:, Mountain, Plateau, Valley, Delta,b,A plateau is a highland area with a flat top much like a tableland. ,Exploring Society Ch 1
SST_C7_644,7,Social Science,Tracing Changes,History,Medium,MCQ,An empire that stretches across several different regions is called:, Regional empire, Pan-regional empire, Local kingdom, Nomad camp,b,Empires like the Mauryas and Guptas are examples of pan-regional rule,Our Pasts II Ch 1
MATH_C7_023,7,Mathematics,Geometric Twins,Triangles,Easy,MCQ,An equilateral triangle has _____ equal sides.,1,2,3,0,c,"An equilateral triangle is defined by having all three sides equal in length.""",Ganita Prakash Ch 9
MATH_C7_205,7,Mathematics,Geometric Twins,Triangles,Easy,MCQ,An equilateral triangle is a triangle with:, Two equal sides, One side equal, Three equal sides, No equal sides,c,By definition an equilateral triangle is a regular polygon with three sides of equal length.,Ganita Prakash II Ch 1
SCI_C7_146,7,Science,Light: Shadows and Reflections,Materials,Medium,MCQ,An object that allows only some light to pass through is called:, Opaque, Transparent, Translucent, Luminous,c,Translucent materials scatter light so objects cannot be seen clearly through them.,
SCI_C7_500,7,Science,Light: Shadows and Reflections,Physics,Easy,MCQ,An object that does not allow any light to pass through is:, Transparent, Translucent, Opaque, Luminous,c,Opaque materials block all light and form dark shadows,Curiosity Ch 11
SCI_C7_570,7,Science,Wastewater Story,Sanitation,Medium,MCQ,Anaerobic bacteria break down sludge to produce:, Biogas, Oxygen, Chlorine, Silt,a,Biogas is a useful fuel byproduct of sewage treatment,Curiosity Ch 13
SCI_C7_750,7,Science,Life Processes in Animals,Respiration,Medium,MCQ,Anaerobic muscle respiration produces:, Alcohol, Lactic acid, Carbonic acid, Citric acid,b,Occurs during heavy exercise when oxygen is low,Curiosity Ch 9
SCI_C7_558,7,Science,Life Processes in Animals,Respiration,Medium,MCQ,Anaerobic respiration in muscle cells produces:, Alcohol, Lactic acid, Carbonic acid, Citric acid,b,During heavy exercise muscles break down glucose without oxygen; producing lactic acid,Curiosity Ch 9
MATH_C7_764,7,Mathematics,Geometric Twins,Polygons,Easy,MCQ,Angles sum of triangle is:,90,180,360,270,b,Standard geometric theorem,Ganita Prakash II Ch 1
ENG_C7_529,7,English,Three Questions,Theme,Medium,MCQ,Answers to three questions ensure:, Wealth, No failure, Many friends, Long life,b,Belief of the king in the story,Honeycomb Unit 1
ENG_C7_724,7,English,The Tiny Teacher,Life Cycle,Easy,MCQ,Ant young ones are called:, Grubs, Larva, Puppies, Kittens,a,Specific term for ant larvae in the textbook,An Alien Hand Unit 1
SCI_C7_148,7,Science,Exploring Substances,Neutralization,Easy,MCQ,Antacids like Milk of Magnesia are used to treat:, Headache, Fever, Acidity, Body pain,c,Milk of Magnesia is basic and neutralizes excess hydrochloric acid in the stomach. [2],
SCI_C7_517,7,Science,Exploring Substances,Neutralization,Medium,MCQ,Antacids like Milk of Magnesia contain which base?, Sodium hydroxide, Magnesium hydroxide, Calcium carbonate, Zinc oxide,b,Magnesium hydroxide neutralizes excess stomach acid,Curiosity Ch 2
SCI_C7_710,7,Science,Exploring Substances,Neutralization,Medium,MCQ,Antacids like Milk of Magnesia contain which basic chemical?, Magnesium hydroxide, Sodium chloride, Calcium oxide, Zinc sulphate,a,Magnesium hydroxide neutralizes excess hydrochloric acid in the stomach,Curiosity Ch 2
ENG_C7_513,7,English,The Tiny Teacher,Communication,Easy,MCQ,Ants communicate by touching their:, Legs, Eyes, Feelers, Wings,c,Feelers (antennae) are the primary tools for message exchange in ants,An Alien Hand Unit 1
ENG_C7_544,7,English,The Tiny Teacher,Behavior,Easy,MCQ,Ants communicate by touching:, Legs, Feelers, Eyes, Wings,b,Means of passing messages,An Alien Hand Unit 1
ENG_C7_683,7,English,The Tiny Teacher,Communication,Easy,MCQ,Ants communicate with each other by touching their:, Legs, Eyes, Feelers, Wings,c,Ants use their antennae or feelers to pass messages and identify members,An Alien Hand Unit 1
ENG_C7_733,7,English,The Tiny Teacher,Communication,Easy,MCQ,Ants greet by touching their:, Legs, Feelers, Eyes, Wings,b,Primary method for colony signaling,An Alien Hand Unit 1
ENG_C7_539,7,English,The Tiny Teacher,Communication,Easy,MCQ,Ants greeting method is touching:, Feelers, Legs, Heads, Wings,a,Chemical and tactile interaction,An Alien Hand Unit 1
ENG_C7_728,7,English,The Tiny Teacher,Communication,Easy,MCQ,Ants pass messages by touching their:, Feelers, Legs, Heads, Wings,a,Primary communication method in ant colonies,An Alien Hand Unit 1
ENG_C7_145,7,English,The Tiny Teacher,Communication,Easy,MCQ,Ants pass messages to each other by touching their:, Legs, Wings, Feelers, Eyes,c,Feelers (antennae) are the primary tools for chemical and tactile communication in ants. [6],
ENG_C7_759,7,English,The Tiny Teacher,Behavior,Easy,MCQ,Ants pass signals by touching:, Legs, Feelers, Eyes, Wings,b,Means of message exchange in colony,An Alien Hand Unit 1
ENG_C7_533,7,English,The Tiny Teacher,Communication,Easy,MCQ,Ants touch feelers to:, Fight, Greet and talk, Dance, Sleep,b,Communication method in colonies,An Alien Hand Unit 1
ENG_C7_528,7,English,The Tiny Teacher,Communication,Easy,MCQ,Ants use feelers to:, Fight, Greet and talk, Run, Fly,b,Primary method of sharing messages,An Alien Hand Unit 1
SST_C7_532,7,Social Science,Constitution of India,Governance,Medium,MCQ,Architect of Constitution was:, Nehru, Gandhi, B.R. Ambedkar, Prasad,c,He led the Drafting Committee,Exploring Society Ch 10
SST_C7_764,7,Social Science,Constitution of India,Governance,Medium,MCQ,Architect of Constitution:, Nehru, Gandhi, B.R. Ambedkar, Prasad,b,Drafting Committee team leader,Exploring Society Ch 10
SST_C7_759,7,Social Science,Constitution of India,Governance,Medium,MCQ,Architect of the Constitution:, Nehru, Gandhi, B.R. Ambedkar, Prasad,b,Leader of the Drafting Committee,Exploring Society Ch 10
MATH_C7_528,7,Mathematics,Working with Fractions,Operations,Hard,MCQ,Area of rectangle with sides 15/4 and 48/5 is:,36,32,27,40,a,Multiply: $15/4 \times 48/5 = 720/20 = 36$,Ganita Prakash Ch 8
SST_C7_754,7,Social Science,Exploring Society,Civics,Hard,MCQ,Article 17 abolished what practice?, Child labor, Untouchability, Sati, Dowry,b,Constitutional social reform,Exploring Society Ch 10
SST_C7_540,7,Social Science,Constitution of India,Rights,Hard,MCQ,Article 17 abolished what?, Taxes, Untouchability, Slavery, Child labor,b,Key social reform in the Constitution,Exploring Society Ch 10
SST_C7_740,7,Social Science,Constitution of India,Rights,Hard,MCQ,Article 17 abolished which evil?, Slavery, Untouchability, Child labor, Sati,b,Ensures social dignity in the Constitution,Exploring Society Ch 10
SST_C7_635,7,Social Science,The Constitution of India,Rights,Hard,MCQ,Article 17 of the Indian Constitution abolished which social evil?, Child labor, Untouchability, Sati, Dowry,b,This article was included to ensure social equality and dignity for all,Exploring Society Ch 10
SST_C7_527,7,Social Science,Constitution of India,Rights,Hard,MCQ,Article abolishing untouchability is:,14,15,17,21,c,Ensures social equality in India,Exploring Society Ch 10
ENG_C7_751,7,English,Three Questions,Theme,Medium,MCQ,Author of 'Three Questions' is:, Ruskin Bond, Leo Tolstoy, Henry James, Wordsworth,b,Russian writer of the ethical parable,Honeycomb Unit 1
ENG_C7_750,7,English,Golu Grows a Nose,Fable,Medium,MCQ,Baby elephant Golu was full of:, Food, Anger, Questions, Sleep,c,Theme of natural curiosity,An Alien Hand Unit 3
MATH_C7_755,7,Mathematics,Connecting the Dots,Probability,Hard,MCQ,Bag has 5 red and 5 blue balls. Prob of red is:,1,0.5,0.2,0.1,b,Ratio of 5 favorable to 10 total outcomes,NCERT Ch 3
SCI_C7_013,7,Science,Acids Bases and Salts,Indicators,Medium,MCQ,Baking soda is classified as a/an:, Acid, Base, Salt, Indicator,b,Baking soda (sodium hydrogen carbonate) is basic and turns red litmus blue.,
SCI_C7_085,7,Science,Exploring Substances,Reactions,Hard,MCQ,Baking soda reacts with dilute HCl to produce which fire-extinguishing gas?, Oxygen, Nitrogen, Carbon dioxide, Carbon monoxide,c,The reaction of $NaHCO_3$ with $HCl$ releases $CO_2$ which is used to put out fires. [1],
SST_C7_747,7,Social Science,Understanding the Weather,Instruments,Easy,MCQ,Barometer measures:, Wind, Air pressure, Humidity, Rainfall,b,Weather station tool for pressure,Exploring Society Ch 2
SST_C7_521,7,Social Science,From Barter to Money,Economics,Easy,MCQ,Barter system means exchanging goods for:, Money, Other goods, Gold, Paper,b,Primary form of exchange without currency,Exploring Society Ch 11
SCI_C7_744,7,Science,Measurement of Time and Motion,Physics,Easy,MCQ,Base unit of speed is:, km/h, m/s, m/min, cm/s,b,International metric standard,Curiosity Ch 8
SCI_C7_749,7,Science,Heat Transfer in Nature,Physics,Medium,MCQ,Best absorber of radiant heat is a:, White surface, Shiny surface, Black surface, Clear surface,c,Dark colors absorb more thermal radiation,Curiosity Ch 7
SST_C7_528,7,Social Science,Understanding Markets,Economics,Medium,MCQ,Bulk seller to retailers is a:, Consumer, Producer, Wholesaler, Agent,c,Middleman in the market chain,Exploring Society Ch 12
SCI_C7_721,7,Science,Changes Around Us,Chemical,Easy,MCQ,Burning of wood is classified as a:, Physical change, Chemical change, Temporary change, Reversible change,b,New substances like ash and smoke are formed during combustion,Curiosity Ch 5
SCI_C7_521,7,Science,Changes Around Us,Chemical Changes,Easy,MCQ,Burning of wood is which change?, Physical, Chemical, Temporary, Reversible,b,New substances like ash and smoke are formed,Curiosity Ch 5
SCI_C7_254,7,Science,Exploring Substances,Application,Medium,MCQ,Calamine solution contains which chemical to soothe acidic insect bites?, Sodium chloride, Zinc carbonate, Magnesium hydroxide, Citric acid,b,Calamine is zinc carbonate which neutralizes the acid injected during a bite. [1],
SCI_C7_082,7,Science,Exploring Substances,pH,Easy,MCQ,Calamine solution used for skin irritation contains which chemical?, Zinc carbonate, Sodium chloride, Magnesium hydroxide, Zinc sulphate,a,Calamine is essentially zinc carbonate which is used to neutralize insect bite acidity. [1],
